FIPS,P00_TF_T,P00_TM_T,NMR_TF0,NMR_TF5,NMR_TF10,NMR_TF15,NMR_TF20,NMR_TF25,NMR_TF30,NMR_TF35,NMR_TF40,NMR_TF45,NMR_TF50,NMR_TF55,NMR_TF60,NMR_TF65,NMR_TF70,NMR_TF75,NMR_TF80,NMR_TF85,NMR_TM0,NMR_TM5,NMR_TM10,NMR_TM15,NMR_TM20,NMR_TM25,NMR_TM30,NMR_TM35,NMR_TM40,NMR_TM45,NMR_TM50,NMR_TM55,NMR_TM60,NMR_TM65,NMR_TM70,NMR_TM75,NMR_TM80,NMR_TM85
02240,2926,3166,0.01,0.06,0.1,-0.22,-0.45,-0.04,0.06,0.11,-0.18,-0.04,-0.1,0.05,0.17,-0.05,0.27,-0.21,-0.04,0.72,-0.17,0.08,0.01,-0.16,-0.48,-0.27,-0.04,-0.08,-0.09,-0.08,-0.07,0,0.04,0.16,-0.04,-0.26,-0.13,1.77
02261,4753,5463,0.18,0.02,0.06,-0.14,-0.46,-0.09,0.33,0.14,0.05,-0.14,-0.03,-0.22,-0.3,-0.27,-0.14,-0.05,-0.37,-0.08,-0.07,0.25,0.1,-0.11,-0.32,-0.29,0.15,0.01,-0.07,-0.06,-0.08,-0.14,-0.29,-0.4,-0.29,-0.41,-0.21,-0.27
02270,3301,3624,-0.29,-0.19,0,-0.01,-0.24,-0.01,-0.05,-0.13,0.05,-0.05,-0.09,0.09,-0.03,-0.2,-0.03,-0.25,-0.17,-0.06,-0.28,-0.09,-0.01,0.06,-0.16,0,0.12,-0.11,-0.03,-0.04,0.04,-0.01,-0.18,-0.01,-0.23,-0.05,1.44,-0.04
02280,3214,3516,0.06,0.05,-0.05,-0.28,-0.57,-0.24,0.37,-0.1,-0.04,-0.1,-0.1,-0.11,-0.06,-0.27,-0.14,0.09,0.03,0.15,0.09,-0.01,-0.06,-0.28,-0.44,-0.26,0.07,-0.17,-0.12,-0.13,-0.15,-0.16,-0.17,-0.25,0.01,-0.16,0.35,-0.05
02901,3719,4609,-0.07,-0.04,-0.07,-0.18,-0.51,-0.1,0.18,0.06,-0.06,-0.11,-0.06,-0.03,-0.17,-0.23,-0.01,0.03,-0.28,-0.13,-0.11,-0.06,0.05,-0.14,-0.22,-0.02,0.09,-0.2,-0.05,-0.08,-0.15,-0.16,-0.28,-0.28,-0.12,-0.17,-0.12,-0.2
02902,1927,2361,0.24,0.35,-0.12,-0.28,-0.53,-0.18,0.17,0.11,-0.11,-0.03,0.13,-0.16,0.01,-0.27,-0.18,-0.12,-0.39,-0.22,0.15,0.38,-0.1,-0.29,-0.42,-0.24,0.42,0.08,-0.18,-0.04,0,0.06,-0.06,-0.16,-0.27,-0.27,-0.15,3.67
02903,3190,3542,-0.06,-0.18,0.04,-0.17,-0.29,0.14,0.24,0.09,0.04,-0.04,0.32,0.08,-0.07,-0.05,-0.12,-0.34,-0.01,-0.29,-0.05,-0.04,0.03,-0.05,-0.24,-0.09,0.46,0.21,-0.04,0.02,-0.02,0.08,0.09,-0.22,0.01,-0.1,0.34,-0.16
02904,2877,5296,0.21,-0.55,-0.6,-0.48,-0.19,-0.08,-0.49,-0.48,-0.42,-0.21,-0.01,-0.2,-0.23,-0.43,-0.49,-0.48,-0.07,-0.64,0.19,-0.46,-0.61,-0.41,0.43,-0.14,-0.5,-0.45,-0.36,-0.32,-0.16,-0.25,-0.36,-0.6,-0.63,-0.46,-0.24,18.28
04001,35849,35467,0.02,-0.02,-0.08,-0.18,-0.44,-0.37,-0.07,-0.02,-0.04,0.02,0.05,0.02,0.07,-0.05,-0.06,-0.13,-0.18,0.23,0.03,-0.01,-0.05,-0.13,-0.4,-0.36,-0.06,0.03,-0.01,0.04,0.05,0.05,0.11,0.1,0.02,-0.12,-0.14,0.68
04003,58329,59957,0.02,0.06,0.17,0.08,-0.13,-0.05,0.1,0.1,0.14,0.15,0.22,0.27,0.41,0.3,0.16,0.05,-0.02,0.07,-0.03,0.01,0.1,0.18,0.04,-0.08,-0.07,0.02,0.06,0.09,0.14,0.21,0.44,0.47,0.43,0.19,0.09,-0.08
04005,58962,59329,0,0.01,0.04,0.14,0.51,-0.19,-0.34,0.07,0.12,0.1,0.06,0.06,0.09,0,-0.11,-0.04,-0.08,-0.11,-0.02,0.01,0.07,0.11,0.53,-0.04,-0.29,-0.04,0.08,0.11,0.08,0.04,0.07,0.04,-0.05,-0.09,-0.2,0.03
04007,26003,25415,-0.02,0.05,0.22,0.03,-0.34,-0.19,0.38,0.45,0.42,0.27,0.5,0.57,0.62,0.5,0.17,0.06,-0.04,0.05,-0.06,0.12,0.29,0.09,-0.27,-0.24,0.43,0.51,0.42,0.41,0.38,0.58,0.84,0.84,0.4,0.15,-0.09,-0.23
04009,15811,17975,0.17,0.29,0.13,0.19,-0.16,-0.28,0.15,0.22,0.19,0.15,0.2,0.16,0.28,0.15,0.13,0.09,0.02,0.06,0.17,0.35,0.18,0.17,0.15,0.18,0.34,0.31,0.12,0.07,0.04,0.16,0.22,0.37,0.16,0.16,-0.01,0.02
04011,4174,4594,-0.08,0.12,0.06,-0.16,-0.47,-0.17,0.57,0.1,0,-0.01,0.02,-0.13,-0.17,-0.21,-0.19,-0.35,-0.38,-0.26,0,0.05,0.21,-0.13,-0.58,-0.23,1.34,0.4,0.27,0.15,0.15,0,-0.01,-0.26,-0.3,-0.21,-0.25,-0.61
04013,1526889,1545049,0.05,0.19,0.22,0.26,0.51,0.69,0.43,0.21,0.19,0.19,0.21,0.24,0.28,0.35,0.32,0.22,0.12,0.06,0.04,0.2,0.22,0.32,0.66,0.79,0.51,0.24,0.2,0.18,0.18,0.21,0.28,0.38,0.45,0.35,0.23,0.03
04015,76913,76877,0.03,0.25,0.56,0.44,0.2,0.57,0.82,0.67,0.66,0.72,0.9,1.11,1.23,1.02,0.53,0.17,0.04,0.24,0.05,0.27,0.58,0.49,0.15,0.4,0.87,0.68,0.68,0.65,0.93,1.25,1.75,1.88,1.08,0.51,0.1,-0.15
04017,49736,49505,0.06,0.11,0.07,-0.05,-0.37,-0.22,0.15,0.19,0.1,0.17,0.19,0.26,0.27,0.24,0.02,-0.02,-0.07,0.14,0.01,0.09,0.08,-0.02,-0.3,-0.21,0.16,0.17,0.11,0.17,0.16,0.26,0.33,0.33,0.23,0.07,-0.06,0.32
04019,427582,413642,0.01,0.06,0.1,0.26,0.45,0.19,0.01,0.11,0.12,0.15,0.19,0.25,0.27,0.3,0.27,0.16,0.07,0.11,0.02,0.06,0.1,0.23,0.47,0.24,-0.01,0.05,0.09,0.11,0.16,0.21,0.29,0.4,0.43,0.31,0.17,0.09
04021,83768,96833,0.16,0.27,0.2,0.09,-0.01,0.18,0.43,0.31,0.26,0.31,0.52,0.83,1.07,1.07,0.7,0.32,0.02,-0.14,0.14,0.28,0.23,0.2,0.42,0.65,0.76,0.67,0.46,0.38,0.42,0.71,1.03,1.36,1.08,0.72,0.24,-0.18
04023,20078,18567,-0.11,-0.07,0.24,0.11,-0.25,-0.04,0.34,0.29,0.16,0.17,0.15,0.19,0.22,0.1,-0.01,0,-0.2,0.12,-0.08,-0.09,0.32,0.07,-0.33,-0.23,0.32,0.3,0.24,0.19,0.18,0.25,0.36,0.1,0.18,0.1,-0.03,-0.26
04025,84827,82400,0.13,0.51,0.67,0.42,0.14,0.25,0.83,0.88,0.77,0.68,0.78,1.01,1.08,0.82,0.41,0.15,0.03,0.25,0.13,0.52,0.64,0.54,0.27,0.12,0.46,0.85,0.8,0.7,0.77,0.96,1.4,1.38,0.87,0.27,0.04,-0.09
04901,89203,92163,-0.07,0,0.31,0.23,0.13,0.21,0.26,0.24,0.26,0.2,0.37,0.67,1.04,1.16,0.78,0.26,-0.02,-0.32,-0.08,-0.01,0.3,0.27,0.43,0.22,0.04,0.2,0.2,0.19,0.26,0.54,1.02,1.42,1.41,0.63,0.12,-0.42
05001,10822,10014,0.05,-0.02,0,-0.2,-0.32,-0.24,0.14,-0.08,-0.02,-0.02,-0.02,0.04,-0.01,0,-0.01,-0.04,0.04,-0.2,0.02,-0.02,-0.03,-0.19,-0.37,-0.24,0.09,0.05,0.01,0.01,-0.01,0.03,-0.01,0.03,-0.01,0.11,-0.09,-0.13
05003,12443,11833,0.05,0.04,-0.03,-0.16,-0.29,-0.16,0.04,-0.03,-0.01,-0.02,0,0.01,-0.03,-0.01,-0.07,-0.04,-0.15,-0.13,0,0.06,-0.02,-0.05,-0.35,-0.22,0.08,0.04,0.01,0,0.06,-0.03,0,-0.02,-0.1,-0.03,0,-0.2
05005,19811,18463,0.08,0.33,0.45,0.24,-0.22,-0.03,0.48,0.48,0.39,0.41,0.52,0.76,0.9,0.74,0.23,0.02,-0.06,-0.1,0.1,0.39,0.36,0.14,-0.16,-0.09,0.44,0.48,0.51,0.36,0.37,0.72,1.44,1.45,0.71,0.16,-0.09,-0.22
05007,77410,76131,0.2,0.5,0.61,0.42,0.41,0.7,0.8,0.66,0.5,0.44,0.43,0.5,0.64,0.49,0.24,0.03,-0.1,-0.12,0.2,0.54,0.62,0.41,0.38,0.67,1.01,0.67,0.53,0.43,0.41,0.47,0.66,0.72,0.51,0.17,-0.08,-0.28
05009,17430,16390,0.03,0.14,0.16,0.2,-0.03,0.04,0.24,0.21,0.15,0.22,0.26,0.29,0.29,0.2,0.12,0.12,0.1,0.02,0.04,0.13,0.15,0.12,-0.09,-0.03,0.33,0.23,0.21,0.2,0.21,0.33,0.46,0.42,0.21,0.1,0.12,-0.08
05011,6332,6317,0.08,0.05,0.02,0.02,-0.13,-0.16,-0.02,0.07,0.09,0.08,0.04,0.11,0.06,0.06,0.07,0.02,0.18,0.3,0.08,0.08,0.03,0.1,-0.01,0.08,0.08,0.19,0.31,0.15,0.09,0.15,0.22,0.27,0.15,0.04,-0.14,1.07
05013,2949,2783,0.03,0.2,-0.09,-0.16,-0.33,-0.2,-0.04,0.07,0.08,0,-0.11,0.08,0.21,0.01,0.09,0.02,-0.09,-0.08,0.17,0.18,-0.02,-0.23,-0.41,-0.32,0.11,-0.01,0.15,0.01,0.06,0.19,0.14,0.31,-0.04,0.01,-0.05,-0.45
05015,12739,12550,0.06,0.27,0.4,0.3,0.04,0.17,0.43,0.48,0.44,0.4,0.35,0.38,0.47,0.37,0.11,-0.01,-0.1,-0.12,0.05,0.21,0.41,0.35,0.07,0.27,0.56,0.48,0.5,0.51,0.41,0.48,0.67,0.55,0.28,0.02,-0.13,-0.11
05017,7242,7010,0,-0.1,-0.22,-0.3,-0.46,-0.38,-0.2,-0.11,-0.13,-0.07,0,-0.05,0.06,-0.07,-0.1,-0.19,-0.19,-0.24,0,-0.08,-0.24,-0.22,-0.44,-0.33,0.14,0.14,0.12,0.04,0.13,0,0.03,0.21,0.01,-0.02,-0.21,-0.4
05019,12160,11474,-0.01,0.01,0.07,0.88,1.25,-0.39,-0.46,-0.04,0.1,0.05,0.03,0.12,0.07,0.06,0.04,0.02,0,-0.14,0.11,-0.03,0.07,0.63,1.34,-0.28,-0.52,-0.04,0.15,0.16,0.11,0.06,0.12,0.12,0.17,-0.07,-0.03,-0.14
05021,9015,8516,0.1,0.05,0.05,-0.08,-0.26,-0.19,0.1,0.05,0.03,0.01,0.06,0.09,0.06,0.02,-0.06,-0.09,-0.1,-0.27,0.06,0.11,0.07,0.01,-0.25,-0.25,0.03,-0.05,0.05,0.07,0.02,0.1,0.18,0.2,0.06,-0.15,-0.15,-0.15
05023,12327,11689,0.2,0.45,0.49,0.13,-0.14,0.04,0.39,0.3,0.38,0.33,0.5,0.43,0.54,0.37,0.1,0.03,-0.04,-0.02,0.14,0.36,0.37,0.2,-0.14,-0.05,0.38,0.32,0.42,0.28,0.4,0.6,0.68,0.72,0.34,0.05,-0.15,-0.16
05025,4360,4216,0.2,0.37,0.22,0.08,-0.24,-0.06,0.16,0.24,0.11,0.05,0.05,0.07,0.12,0.04,-0.05,-0.04,-0.22,-0.33,0.18,0.32,0.18,0.05,-0.22,-0.18,0.22,0.41,0.07,0.13,0.03,0.16,0.11,0.14,-0.09,0.02,0.04,-0.48
05027,13326,12384,0.01,0,-0.06,0.09,0.06,-0.27,-0.19,-0.08,-0.07,-0.04,0,0.03,0.04,0.06,-0.04,0.03,-0.05,-0.17,0.01,-0.02,-0.06,0.12,0.1,-0.29,-0.22,-0.01,-0.06,0.03,-0.03,0.11,0.1,0.03,-0.02,-0.04,-0.08,-0.17
05029,10375,9934,0.11,0.12,0.02,-0.02,-0.22,-0.2,0.1,0.12,0.06,0.11,0.08,0.15,0.09,0.05,0.03,0,-0.09,-0.09,0.05,0.17,0.04,-0.04,-0.25,-0.17,0.11,0.16,0.04,0.09,0.17,0.21,0.11,0.2,0.13,0.05,-0.02,-0.11
05031,42244,40162,0.1,0.1,0.06,0.4,0.78,0.07,-0.2,0.04,0.05,0.11,0.09,0.09,0.06,0.06,0.06,0.12,0.11,0,0.05,0.11,0.06,0.27,0.68,0.14,-0.16,0.02,0.09,0.12,0.17,0.08,0.03,0.11,0.03,0.19,0.12,0.14
05033,26747,26391,0.12,0.26,0.26,0.11,-0.14,0.07,0.48,0.25,0.17,0.17,0.17,0.15,0.13,0.21,0.11,0.05,0.07,-0.04,0.13,0.23,0.33,0.09,-0.18,-0.02,0.48,0.36,0.28,0.23,0.19,0.16,0.17,0.18,0.23,0.19,0.08,0.01
05035,26671,24871,0.05,-0.01,-0.12,-0.15,-0.24,-0.08,-0.02,-0.07,-0.04,-0.06,-0.1,-0.05,-0.09,-0.15,-0.1,-0.02,-0.1,-0.14,0.03,0.04,-0.09,-0.15,-0.32,-0.2,0.11,-0.04,0.02,-0.03,-0.04,-0.06,-0.12,-0.11,-0.17,-0.05,-0.12,-0.2
05037,9997,9553,-0.03,0.04,0.04,-0.14,-0.36,-0.19,-0.06,0.05,0.03,0,0.03,-0.07,0.04,0.05,0.04,0,0.03,-0.12,0,0.04,-0.03,-0.07,-0.36,-0.3,0.01,0.1,0.1,0,0.02,0.06,0.09,0.07,0.05,-0.02,-0.1,-0.09
05039,4727,4562,0.05,0.03,0.11,-0.09,-0.33,-0.31,-0.06,-0.02,-0.04,0.03,-0.01,-0.03,-0.04,0.03,-0.07,-0.08,-0.02,-0.22,-0.1,0.06,0.05,0.01,-0.32,-0.28,0.02,0.01,-0.02,0.11,-0.02,-0.01,0.11,0.01,0.08,0.1,0.04,-0.01
05041,8169,7323,0.04,-0.12,-0.14,-0.21,-0.38,-0.28,-0.16,-0.15,-0.1,-0.04,-0.03,0,-0.04,0.07,-0.08,-0.05,-0.05,-0.35,-0.03,-0.18,-0.13,-0.21,-0.42,-0.42,-0.13,-0.19,0.01,-0.07,-0.04,0.1,-0.05,0.05,0.04,-0.07,-0.05,-0.13
05043,9601,9204,0.04,0.05,0.05,0.21,0.05,-0.18,-0.2,0.07,0.07,-0.03,0.02,0.06,0.02,0.03,0.12,0,-0.05,-0.05,0,0.14,-0.02,0.13,0.12,-0.17,-0.16,0.07,0.09,0.03,0.03,0.03,0.11,0.18,0.06,-0.01,-0.05,-0.22
05045,43607,42196,0.11,0.36,0.41,0.8,1.33,0.04,-0.13,0.35,0.31,0.29,0.18,0.17,0.19,0.19,0.16,0.09,0.23,0.26,0.1,0.38,0.4,0.63,0.94,0.25,-0.01,0.39,0.33,0.3,0.22,0.16,0.22,0.13,0.24,0.14,0.13,0.1
05047,8873,8774,0.03,0.24,0.19,0.22,-0.08,-0.01,0.26,0.19,0.18,0.14,0.14,0.19,0.26,0.21,0.27,0.06,0.16,0.31,0.09,0.19,0.33,0.33,-0.15,-0.19,0.18,0.32,0.28,0.19,0.19,0.15,0.34,0.31,0.17,0.18,0.36,0.51
05049,5903,5721,0.16,0.25,0.3,0.02,-0.34,-0.13,0.42,0.29,0.33,0.21,0.31,0.49,0.55,0.23,0.01,0,-0.22,-0.27,0,0.27,0.29,0.23,-0.21,-0.29,0.35,0.37,0.36,0.2,0.31,0.48,0.6,0.87,0.25,0.1,-0.24,-0.35
05051,45014,43047,0.02,0.12,0.19,0.15,0,0.1,0.3,0.25,0.29,0.24,0.32,0.36,0.51,0.46,0.18,0.03,-0.09,0,0.04,0.13,0.22,0.21,-0.02,0.04,0.32,0.37,0.37,0.29,0.29,0.36,0.58,0.82,0.45,0.16,-0.08,-0.13
05053,8263,8221,0.16,0.36,0.3,0.06,-0.17,0,0.38,0.36,0.15,0.24,0.06,0.02,0.08,0.11,0.04,0.07,0.02,-0.03,0.16,0.26,0.35,0.12,-0.14,-0.05,0.37,0.37,0.27,0.17,0.11,0.03,0.05,0.07,0.07,-0.08,-0.08,0.05
05055,18993,18271,0.14,0.28,0.21,0.14,0.03,0.1,0.24,0.2,0.19,0.16,0.13,0.08,0.09,0.14,0,0.02,-0.05,-0.15,0.1,0.26,0.16,0.17,0.04,0.14,0.29,0.21,0.25,0.15,0.09,0.15,0.11,0.07,0.15,0.11,0.09,-0.16
05057,12149,11621,0.14,0.08,0.05,-0.02,-0.1,0.01,0.14,0,0.08,0.1,0.04,0.04,0.02,0.03,0.05,-0.11,-0.03,-0.25,0.06,0.13,0.09,0.02,-0.07,0.01,0.27,0.08,0.05,0.06,0.13,0.06,0.14,-0.03,0.08,-0.05,-0.22,-0.22
05059,15436,14927,0.09,0.34,0.25,0.07,-0.16,-0.06,0.3,0.19,0.23,0.18,0.14,0.18,0.18,0.19,0.05,-0.01,-0.13,-0.19,0.02,0.3,0.18,0.09,-0.15,-0.06,0.25,0.32,0.26,0.21,0.17,0.28,0.23,0.22,0.25,-0.01,-0.03,-0.17
05061,7308,7074,0.01,0.13,0.17,-0.09,-0.2,-0.14,0.13,0.14,0.05,-0.04,0.02,-0.01,0.06,0.01,0.01,0.09,-0.02,0.17,0.02,0.17,0.08,0,-0.27,-0.08,0.14,0.23,0.11,0.02,0.07,-0.04,0.11,0.15,0.03,0.03,0.11,0.18
05063,17273,16802,0.11,0.15,0.11,0.06,-0.15,-0.09,0.06,0.15,0.09,0.07,0.03,0.13,0.08,0.04,0.03,-0.04,0.03,-0.09,0.03,0.1,0.12,0.1,-0.09,-0.14,0.13,0.15,0.16,0.11,0.1,0.09,0.09,0.09,0.11,0.05,-0.02,-0.03
05065,6471,6740,0.01,0.19,0.35,-0.02,-0.06,-0.17,0.42,0.34,0.23,0.27,0.33,0.39,0.62,0.4,0.07,-0.07,-0.13,-0.37,0.14,0.22,0.21,0.09,0.08,0.15,0.72,0.67,0.56,0.37,0.44,0.6,0.66,0.57,0.43,0.16,-0.1,-0.38
05067,9557,8847,-0.03,-0.06,-0.05,-0.18,-0.19,-0.18,0.18,0.17,0.06,0.03,-0.01,0,0.02,0.01,0.06,-0.06,-0.13,-0.24,-0.03,-0.11,-0.06,0.19,0.16,-0.34,-0.03,-0.14,-0.07,-0.1,-0.01,-0.08,0.09,0.02,0.04,0.02,-0.13,-0.15
05069,42990,42337,-0.05,-0.08,-0.08,-0.07,-0.12,-0.26,-0.15,-0.06,-0.05,-0.05,-0.06,-0.08,-0.05,-0.06,-0.07,-0.08,-0.09,0,-0.04,-0.1,-0.09,-0.04,-0.07,-0.26,-0.17,0.03,0.04,0.09,-0.01,-0.01,-0.07,-0.03,-0.04,0.01,-0.08,-0.13
05071,11357,11365,0.1,0.21,0.29,0.2,0.26,0.07,0.1,0.27,0.3,0.32,0.23,0.32,0.29,0.15,0.07,0.01,-0.03,-0.11,0.08,0.3,0.3,0.31,0.13,0.12,0.08,0.28,0.4,0.32,0.23,0.34,0.39,0.26,0.13,0.05,-0.05,-0.17
05073,4386,4194,0.05,-0.1,-0.11,-0.29,-0.4,-0.34,-0.2,-0.06,-0.1,-0.07,-0.07,0,-0.03,0.06,-0.06,-0.12,-0.26,-0.31,-0.03,-0.03,-0.13,-0.09,-0.47,-0.52,-0.17,-0.09,-0.04,0.01,-0.04,-0.07,0.14,0.09,0.1,-0.09,-0.25,-0.22
05075,9081,8580,0.03,0.01,0.05,0.07,-0.08,-0.17,0.02,-0.01,0.05,-0.02,0,0.09,0.08,0.12,-0.05,0.01,-0.13,-0.12,0.07,0.02,0.04,0.08,-0.08,-0.24,-0.01,0.05,0.04,0.07,0.03,0.09,0.12,0.23,0.19,0.04,-0.02,-0.24
05077,5931,6809,0.04,-0.11,-0.18,-0.22,-0.51,-0.47,-0.2,-0.1,-0.14,-0.08,-0.03,-0.09,-0.05,-0.18,-0.12,-0.19,-0.11,-0.26,0.11,-0.13,-0.23,-0.3,-0.11,0.01,0.82,0.76,0.49,0.28,0.1,0.08,-0.1,-0.02,-0.12,-0.11,-0.34,-0.2
05079,5948,8705,0.13,0.09,-0.08,-0.06,-0.28,-0.21,0.05,0.12,0.13,0.02,0.07,0.13,0,0.05,0.01,0.09,0.03,0.07,0.14,0.13,0.07,0.33,1.14,0.82,-0.06,-0.25,-0.3,-0.23,-0.19,-0.11,-0.18,-0.02,-0.19,0.08,0.05,-0.3
05081,6925,6676,0.05,0.01,-0.07,-0.24,-0.32,-0.23,-0.08,-0.04,-0.09,0.01,0.02,0.03,0,0.07,-0.05,0.01,-0.06,-0.04,0.16,0.1,-0.01,-0.13,-0.35,-0.27,-0.11,0.03,-0.17,0,0.03,0.03,0.13,0.02,-0.06,0.12,-0.17,-0.1
05083,11229,11159,0.02,0.19,0.1,0.01,-0.26,-0.08,0.15,0.17,0.13,0.14,0.11,0.08,0.25,0.13,0.07,0.03,-0.06,-0.09,0.01,0.2,0.19,0,-0.24,-0.27,0.22,0.16,0.13,0.11,0.13,0.14,0.21,0.22,0.25,0.2,0.21,-0.05
05085,26635,26083,0.17,0.54,0.51,0.14,-0.17,0.17,0.69,0.56,0.31,0.19,0.14,0.14,0.1,0.19,0.16,0.18,0.1,0.31,0.17,0.52,0.55,0.15,-0.17,0.05,0.73,0.53,0.37,0.27,0.14,0.12,0.23,0.15,0.1,0.21,0.02,0.25
05087,7050,7099,0.09,0.26,0.29,-0.02,-0.21,-0.02,0.47,0.35,0.31,0.19,0.3,0.18,0.2,0.12,-0.01,-0.07,-0.01,-0.02,0.13,0.27,0.4,0.15,-0.11,-0.09,0.31,0.49,0.47,0.27,0.26,0.2,0.19,0.2,0.14,-0.08,-0.09,-0.09
05089,8041,7957,0.2,0.42,0.83,0.35,-0.2,0.01,0.47,0.77,0.53,0.49,0.47,0.71,0.84,0.35,0,-0.07,-0.09,-0.25,0.14,0.39,0.7,0.29,-0.27,-0.09,0.51,0.75,0.61,0.59,0.68,0.74,0.86,1.12,0.38,0.02,-0.19,-0.41
05091,20659,19975,0.06,0.13,-0.04,-0.12,-0.12,-0.01,0.07,-0.07,0,0.02,-0.03,0.03,0.02,0,-0.02,-0.04,-0.07,-0.23,0.06,0.18,-0.05,-0.02,-0.17,-0.07,0.15,0.09,0.01,0.06,0.08,0.02,0.02,0.04,-0.04,-0.01,-0.04,-0.21
05093,27140,25393,-0.04,-0.11,-0.22,-0.19,-0.27,-0.22,-0.25,-0.25,-0.15,-0.14,-0.13,-0.08,-0.05,-0.05,-0.02,-0.08,-0.08,-0.21,-0.03,-0.11,-0.25,-0.24,-0.33,-0.27,-0.28,-0.26,-0.13,-0.14,-0.08,-0.07,0.03,-0.04,-0.05,-0.05,-0.12,-0.29
05095,5421,4893,0.02,-0.1,-0.19,-0.17,-0.43,-0.36,-0.14,-0.08,-0.1,0.11,-0.06,0.03,0.07,-0.02,-0.1,-0.04,-0.17,-0.17,-0.01,-0.16,-0.14,-0.19,-0.51,-0.47,-0.1,-0.01,-0.05,0.06,0,0.05,0.11,0.08,0.06,-0.1,-0.14,-0.29
05097,4670,4536,0.21,0.52,0.34,0.07,-0.33,-0.07,0.4,0.31,0.36,0.24,0.33,0.33,0.34,0.26,-0.04,-0.15,0.08,-0.19,0.21,0.31,0.41,0.2,-0.28,-0.23,0.44,0.31,0.36,0.28,0.36,0.39,0.44,0.42,0.18,-0.11,-0.07,-0.48
05099,5078,4895,0.07,0.11,-0.02,-0.11,-0.32,-0.27,0.05,0.02,-0.06,0.04,0,0.05,0.11,0.04,-0.03,-0.06,-0.09,-0.28,0.01,0.17,0.07,-0.03,-0.32,-0.22,0.02,0.13,0.06,0,0.07,0.11,0.06,0.11,0.08,0.12,-0.28,-0.14
05101,4198,4333,0.18,0.2,0.13,-0.06,-0.3,-0.21,0.23,0.23,0.2,0.13,0.26,0.26,0.17,0.09,-0.02,-0.06,-0.13,-0.3,0.2,0.4,0.23,0.06,-0.33,-0.24,0.09,0.27,0.33,0.18,0.29,0.31,0.24,0.26,0,-0.06,-0.12,-0.26
05103,15088,13859,0,-0.05,-0.05,-0.15,-0.35,-0.23,-0.07,-0.08,-0.01,-0.03,-0.03,-0.03,0,-0.04,0.02,-0.07,-0.02,-0.16,0.01,-0.06,-0.01,-0.15,-0.38,-0.29,-0.02,-0.07,-0.06,-0.02,-0.04,0.02,0.03,0.09,-0.04,0.04,-0.14,0.06
05105,5092,5059,0.01,0.37,0.49,0.11,-0.13,0.06,0.44,0.5,0.39,0.35,0.28,0.29,0.48,0.18,0.05,-0.07,0.02,0.3,0.14,0.3,0.43,0.31,-0.06,-0.06,0.47,0.33,0.6,0.26,0.33,0.22,0.55,0.32,0.1,0,-0.16,0.99
05107,14316,12443,-0.1,-0.11,-0.18,-0.21,-0.39,-0.35,-0.14,-0.13,-0.06,-0.08,-0.08,-0.01,0,0,-0.04,-0.15,-0.1,-0.17,-0.1,-0.15,-0.18,-0.22,-0.48,-0.5,-0.1,-0.05,-0.02,0.03,0.02,0.04,0.04,0.1,0,0.07,-0.21,-0.16
05109,5661,5562,0.01,0.22,0.2,-0.1,-0.25,-0.07,0.16,0.1,0.2,0.15,0.12,0.14,0.37,0.16,0.07,-0.04,0.06,-0.04,0.02,0.21,0.2,0.11,-0.25,-0.11,0.21,0.17,0.2,0.11,0.13,0.13,0.29,0.21,0.15,0.03,0.02,0.23
05111,13080,12517,0.01,0.09,0,-0.08,-0.16,-0.04,0,0.06,0,0.05,-0.02,0.03,0.02,0.09,-0.02,-0.01,0.09,-0.31,0.07,0.05,0.02,0.02,-0.2,-0.07,0.02,0.03,0.04,0.1,0.1,0.08,0.07,0.02,0.1,0.01,0.05,-0.36
05113,10165,9945,0.03,0.18,0.2,0.11,-0.13,-0.08,0.38,0.19,0.23,0.16,0.21,0.26,0.22,0.15,0.12,0.02,-0.18,-0.09,-0.02,0.13,0.31,0.09,-0.18,-0.1,0.36,0.34,0.29,0.22,0.22,0.42,0.28,0.37,0.21,0.03,-0.07,-0.14
05115,27608,26885,0.01,0.11,0.14,0.34,0.27,-0.05,-0.03,0.13,0.13,0.08,0.07,0.14,0.14,0.19,0.12,0.19,0.09,0,0.02,0.1,0.13,0.27,0.25,-0.12,-0.13,0.13,0.17,0.15,0.1,0.12,0.17,0.15,0.17,0.15,0.13,0.1
05117,4821,4743,0.05,0.04,0.05,-0.12,-0.29,-0.21,0.06,-0.02,0.03,0.01,0.12,0.1,0.01,-0.03,-0.06,0.06,0.02,-0.09,0.04,0.13,-0.05,-0.07,-0.29,-0.27,-0.04,-0.03,0.13,0.04,0.1,0.14,0.11,0.14,0.01,0.11,-0.07,-0.1
05119,188201,176938,-0.01,-0.1,-0.15,-0.12,0.05,0.19,-0.01,-0.13,-0.09,-0.05,-0.05,-0.07,-0.08,-0.08,-0.06,-0.03,-0.01,-0.07,-0.01,-0.11,-0.13,-0.11,-0.02,0.21,0.08,-0.12,-0.09,-0.05,-0.04,-0.06,-0.08,-0.1,-0.1,-0.06,-0.08,-0.04
05121,9234,8953,0.11,0.17,0.2,0.04,-0.18,-0.13,0.22,0.19,0.08,0.14,0.19,0.05,0.13,0.11,0.04,-0.07,-0.06,0,0.08,0.24,0.18,0.12,-0.15,-0.18,0.08,0.24,0.12,0.15,0.22,0.2,0.32,0.13,0.2,0.02,-0.12,-0.28
