FIPS,P00_TF_T,P00_TM_T,NMR_TF0,NMR_TF5,NMR_TF10,NMR_TF15,NMR_TF20,NMR_TF25,NMR_TF30,NMR_TF35,NMR_TF40,NMR_TF45,NMR_TF50,NMR_TF55,NMR_TF60,NMR_TF65,NMR_TF70,NMR_TF75,NMR_TF80,NMR_TF85,NMR_TM0,NMR_TM5,NMR_TM10,NMR_TM15,NMR_TM20,NMR_TM25,NMR_TM30,NMR_TM35,NMR_TM40,NMR_TM45,NMR_TM50,NMR_TM55,NMR_TM60,NMR_TM65,NMR_TM70,NMR_TM75,NMR_TM80,NMR_TM85
08057,781,799,0.3,0.26,-0.09,0.17,-0.64,-0.27,0,-0.02,0.09,0.2,-0.13,0.3,-0.1,-0.19,-0.03,0.03,-0.47,-0.58,0.31,0.06,0.12,0.01,-0.51,-0.36,-0.04,0.21,-0.11,-0.05,-0.07,-0.11,-0.07,-0.15,-0.18,-0.21,0.02,-0.66
08059,261276,261376,0.09,0.15,0.11,0.01,-0.08,0.17,0.46,0.24,0.13,0.06,-0.03,-0.07,-0.09,-0.06,-0.01,0.09,0.24,1.21,0.07,0.15,0.14,0.08,-0.02,0.17,0.47,0.26,0.15,0.07,0,-0.06,-0.12,-0.13,-0.08,0.02,0.04,0.77
08061,805,812,0.28,0.27,0.2,-0.21,-0.55,-0.09,0.39,0.13,-0.06,-0.05,-0.03,-0.02,0,-0.03,-0.23,0.02,-0.16,-0.28,0.26,0.66,-0.06,-0.1,-0.36,-0.22,0.41,0.12,0.05,-0.17,0.04,0.26,-0.1,0,-0.13,-0.17,-0.43,0.62
08063,3747,4259,0.23,0.22,0.12,-0.11,-0.43,-0.18,0.54,0.25,-0.03,-0.01,-0.08,0.09,0.01,-0.02,-0.11,-0.21,-0.1,-0.23,0.27,0.22,0.08,-0.02,-0.18,0.23,0.99,0.68,0.24,0.09,0.06,0.21,0.07,0.05,-0.07,-0.05,-0.04,-0.06
08065,3652,4266,0.14,0.23,0,0.03,0.36,0.7,0.51,0.06,-0.05,-0.01,-0.03,0.08,-0.09,-0.14,-0.22,-0.26,-0.4,-0.45,0.07,0.22,0.03,0.17,1.25,0.86,0.64,0.01,0.19,0.06,0,0.04,0.05,-0.16,-0.24,-0.43,-0.21,-0.54
08067,21617,22627,0.13,0.3,0.2,0.44,0.78,-0.03,-0.02,0.5,0.36,0.29,0.24,0.34,0.18,0.06,0.02,-0.02,-0.02,0.16,0.08,0.31,0.31,0.43,0.96,0.13,-0.17,0.44,0.47,0.3,0.25,0.28,0.31,0.31,0.04,-0.09,-0.16,0.05
08069,125210,126348,0.09,0.25,0.26,0.43,0.98,0.2,-0.08,0.22,0.21,0.15,0.11,0.12,0.15,0.17,0.19,0.12,0.16,0.24,0.1,0.22,0.22,0.37,1.09,0.43,-0.1,0.23,0.2,0.15,0.12,0.1,0.11,0.18,0.16,0.11,0.08,0.2
08071,7752,7497,0.13,0.15,0.22,0.14,-0.31,-0.27,0.15,0.22,0.26,0.23,0.16,0.27,0.14,0.13,0.1,-0.06,-0.01,0.08,0.07,0.23,0.21,0.07,-0.28,-0.35,0.06,0.3,0.37,0.15,0.31,0.31,0.35,0.18,0.11,0.17,-0.05,0.2
08073,2617,3487,0.13,0.43,0.45,-0.02,-0.38,0.01,0.97,0.07,0.32,0.17,0.11,0.1,0,0.12,0.06,-0.08,-0.1,0.48,0.12,0.46,0.13,0.12,0.36,1.08,2.23,1.44,0.95,0.8,0.6,0.42,0.25,0.01,-0.05,-0.09,-0.19,0.39
08075,9600,10889,0.1,0.19,0.14,0.27,-0.18,-0.28,0.05,0.07,0.08,0.05,0.06,-0.05,-0.01,0.01,-0.02,0.01,0.02,-0.15,0.06,0.17,0.14,0.14,0.29,0.16,0.68,0.54,0.25,0.23,0.14,0.05,0.1,0.02,-0.04,0.06,0.06,-0.04
08077,59021,57217,0.09,0.26,0.21,0.15,0.05,-0.03,0.22,0.33,0.19,0.17,0.15,0.17,0.23,0.26,0.19,0.14,0.15,0.32,0.09,0.25,0.23,0.19,0.01,0.02,0.26,0.37,0.24,0.17,0.18,0.16,0.28,0.36,0.26,0.18,0.2,0.25
08079,407,429,0.35,0.48,-0.08,-0.02,-0.11,0.48,1.66,0.24,0.58,0.65,1.13,1.5,1.09,0.78,0.06,-0.11,0.78,-0.49,0.44,0.59,0.21,0.08,-0.02,1.3,1.09,0.31,0.21,0.26,0.9,1.35,0.25,0.67,0.45,0.29,-0.02,
08081,6331,6886,0.2,0.35,0.08,-0.12,-0.34,0.09,0.49,0.19,0.09,-0.02,-0.06,0.08,-0.07,-0.08,0.01,0,0.25,0.35,0.15,0.31,0.23,-0.04,-0.18,0.03,0.68,0.39,0.11,0.05,0.07,0.01,-0.06,-0.04,-0.16,-0.08,0.15,0.56
08083,12103,11815,0.11,0.18,0.2,-0.06,-0.31,-0.04,0.57,0.33,0.25,0.25,0.32,0.37,0.37,0.22,0.07,0.17,0.29,0.9,0.1,0.2,0.15,0.02,-0.37,-0.07,0.78,0.55,0.3,0.33,0.28,0.42,0.37,0.35,0.25,0.07,-0.01,0.68
08085,16927,16571,0.09,0.39,0.49,0.15,-0.2,0.13,0.89,0.56,0.49,0.34,0.24,0.3,0.24,0.23,0.18,0.13,0.08,0.5,0.1,0.49,0.45,0.17,-0.26,0.12,1.03,0.69,0.47,0.45,0.24,0.4,0.37,0.34,0.25,0.07,0.26,0.16
08087,13558,13743,-0.03,0.14,0.09,0.03,-0.18,0.17,0.53,0.25,0.14,0.11,0.05,0.09,0.08,0.04,-0.04,0.09,0.13,0.01,0,0.27,0.18,0.06,-0.08,0.21,0.56,0.2,0.18,0.08,0.17,0.15,0.11,0,0.05,0.04,0.22,0.13
08089,10334,9969,-0.05,-0.05,-0.01,-0.05,-0.31,-0.3,0.02,-0.01,0.07,-0.01,0,0.04,0.01,0.08,0.1,-0.03,-0.1,-0.15,0,-0.01,-0.01,0.01,-0.35,-0.32,0.07,0.09,0.02,0.06,0.12,0,0.07,0.05,0.03,0.16,-0.13,0.06
08091,1854,1912,0.36,1.05,1.03,0.18,-0.72,0.55,1.96,1.37,1.06,1.29,0.57,0.76,0.34,0.42,-0.04,-0.26,-0.21,0.03,0.13,0.79,0.91,0.43,-0.51,0.66,2.25,0.99,1.54,0.92,0.48,0.61,0.8,0.48,0.24,-0.17,-0.16,-0.54
08093,6998,7578,0.17,0.89,0.97,0.23,-0.25,0.71,4.44,1.99,1.27,0.82,0.74,0.64,0.75,0.55,0.13,-0.16,0.05,0.24,0.16,0.87,0.84,0.55,-0.22,0.65,5.13,2.37,1.35,1.17,0.73,0.73,0.84,0.47,0.37,-0.22,-0.11,-0.35
08095,2299,2167,0.07,0.13,0.17,-0.25,-0.38,-0.15,0.36,0.18,0.14,0.06,0.08,0.07,0.08,-0.06,-0.01,0.05,-0.01,0.08,0.09,0.47,0.16,-0.05,-0.4,-0.19,0.94,0.23,0.13,0.12,-0.07,0.09,0.04,-0.01,-0.1,0.13,-0.09,0.6
08097,6954,8103,-0.08,-0.17,-0.01,-0.1,0.63,1.95,0.31,-0.07,-0.11,-0.09,-0.05,0.03,0.01,-0.11,-0.15,-0.15,-0.35,-0.4,-0.17,0.03,0.05,-0.04,1.17,2.85,0.51,-0.13,-0.1,-0.15,-0.12,-0.05,-0.03,0.02,0,-0.28,-0.17,-0.43
08099,7212,7355,0.07,0.16,0.01,-0.05,-0.2,-0.15,0.18,-0.03,-0.02,-0.05,-0.14,-0.07,-0.02,-0.12,0.02,-0.03,0.07,-0.01,0.16,0.12,0.06,-0.02,-0.02,-0.08,0.28,0.1,0,0.04,-0.09,-0.07,-0.04,-0.11,0.08,-0.05,-0.13,0.18
08101,72038,69759,0.1,0.2,0.14,0.06,0.01,-0.04,0.15,0.13,0.11,0.11,0.05,0.12,0.09,0.07,0.03,0.04,-0.01,0.05,0.08,0.2,0.13,0.13,-0.02,-0.01,0.19,0.19,0.13,0.09,0.07,0.07,0.13,0.1,0.11,0.07,0.1,0
08103,2943,3028,0.07,0.06,0.06,0.02,-0.47,-0.34,0.02,0.17,0.02,-0.06,-0.04,-0.11,-0.12,-0.14,-0.1,0.1,0.04,0.1,0.05,0.05,0.13,0.15,-0.48,-0.41,0.17,0.04,-0.04,-0.02,0,-0.04,-0.07,-0.12,-0.14,-0.13,-0.14,-0.24
08105,6294,6164,0.14,0.16,0.21,-0.03,-0.32,-0.2,0.21,0.29,0.1,0.15,0.15,0.13,0.09,0.12,0.01,0.06,0.06,0.19,0.08,0.2,0.11,0.03,-0.29,-0.17,0.32,0.14,0.16,0.25,0.11,0.21,0.2,0.18,0.11,0.25,0.31,0.12
08107,9196,10831,0.21,0.34,0.27,0.09,0.37,0.94,0.73,0.37,0.23,0.15,0.14,0.11,-0.05,-0.09,-0.2,-0.06,-0.09,0.57,0.22,0.38,0.24,0.24,0.71,1.22,0.54,0.29,0.31,0.13,0.1,0.15,0.11,-0.02,-0.09,-0.35,-0.3,0.15
08109,2942,3022,-0.08,0.04,0.13,0.24,-0.36,-0.08,0.28,0.19,0.31,0.3,0.64,0.56,0.27,0.3,-0.15,-0.05,-0.36,-0.39,0.04,0.21,0.27,-0.04,-0.32,-0.2,0.21,0.38,0.21,0.41,0.3,0.47,0.35,0.37,0.17,0.03,-0.33,-0.44
08111,265,297,-0.03,-0.41,-0.35,-0.59,-0.71,-0.39,-0.24,-0.11,-0.08,-0.27,0.3,0.13,-0.3,-0.48,-0.48,-0.56,-0.54,,-0.04,-0.52,-0.27,-0.48,-0.84,-0.34,0.27,-0.22,-0.37,-0.41,0.17,0.05,-0.23,-0.66,0.16,-0.56,-0.63,-1
08113,3044,3728,-0.05,0.43,0.1,0.07,1.39,3.77,1.79,0.63,0.52,0.18,0.41,0.31,0.4,0.12,-0.5,-0.32,-0.5,-0.45,0.07,0.3,0.21,0.35,1.87,5.12,1.6,0.73,0.5,0.3,0.3,0.49,0.49,0.31,-0.23,-0.32,-0.07,-0.66
08115,1361,1374,-0.04,0.3,0.19,-0.14,-0.48,-0.44,0.61,0.45,-0.05,0.07,-0.1,0.3,0.17,0.11,-0.01,-0.01,-0.14,-0.11,0.09,0.22,0.2,0.07,-0.4,-0.08,0.82,0.15,0.11,0.02,0.03,0.12,0.2,0.02,0.3,0.09,0.12,-0.17
08117,9919,13952,0.1,0.08,-0.02,0.23,2.75,4.01,0.54,0.08,0.11,0.2,0.3,0.44,0.45,0.1,-0.31,-0.48,-0.2,-0.28,0.11,0.19,0.08,0.86,5.23,5.69,1.22,0.15,0.09,0,0.27,0.49,0.42,0.5,-0.18,-0.25,-0.37,-0.01
08119,10132,10507,0.24,0.64,0.73,0.3,-0.35,0.22,2,1.25,0.76,0.52,0.45,0.57,0.56,0.47,-0.12,-0.24,-0.12,0.1,0.17,0.69,0.65,0.39,-0.35,0.04,2.26,1.56,1.04,0.56,0.4,0.52,0.53,0.56,0.06,-0.23,-0.29,-0.5
08121,2405,2507,0.27,0.15,0.1,-0.15,-0.54,-0.22,0.51,0.05,0.08,0.05,0.03,0.05,0.08,0,-0.01,0.07,-0.15,-0.28,0.19,0.12,0.23,-0.03,-0.42,-0.21,0.19,0.28,0.03,0.04,0.04,0.09,0.03,0.07,0.05,0.05,-0.23,-0.06
08123,90159,91534,0.14,0.28,0.26,0.41,0.6,0.15,0.04,0.3,0.19,0.15,0.11,0.1,0.1,0.06,0.07,0.06,0,0.02,0.15,0.31,0.29,0.37,0.59,0.28,0.09,0.34,0.26,0.14,0.15,0.09,0.1,0.07,0.06,0.09,0.03,-0.1
08125,4973,4854,0.1,0.36,0.29,-0.12,-0.5,0.07,0.47,0.31,0.01,0.04,-0.03,0.01,0.01,0.11,-0.02,0.02,-0.07,-0.01,0.1,0.42,0.29,0.07,-0.34,-0.18,0.81,0.2,0.08,0.09,-0.08,0.02,-0.02,0.09,0.16,-0.02,0.08,0.02
09001,453460,429164,0.08,0.09,0.04,-0.04,-0.11,0.06,0.17,0.14,0.07,0,-0.06,-0.13,-0.16,-0.17,-0.13,-0.07,-0.04,0.04,0.06,0.09,0.02,-0.02,-0.09,0.01,0.13,0.1,0.05,0.01,-0.06,-0.13,-0.17,-0.21,-0.2,-0.11,-0.12,-0.08
09003,440932,414601,0,0.02,-0.01,-0.02,-0.05,-0.03,-0.04,-0.06,-0.04,-0.05,-0.06,-0.08,-0.11,-0.1,-0.07,-0.02,0.01,0.06,-0.01,0.01,-0.01,-0.03,-0.06,-0.04,-0.05,-0.09,-0.06,-0.05,-0.06,-0.09,-0.12,-0.15,-0.13,-0.04,-0.03,0.01
09005,92129,88983,0.12,0.15,0.09,-0.11,-0.36,-0.13,0.23,0.18,0.09,-0.01,-0.02,-0.05,-0.06,-0.04,-0.05,-0.02,0.07,0.01,0.11,0.16,0.11,-0.08,-0.33,-0.21,0.1,0.17,0.09,0.01,-0.05,-0.03,-0.07,-0.07,-0.07,-0.03,-0.03,-0.07
09007,78770,75824,0.1,0.05,0.02,0,0.01,0.02,0.16,0.09,0.03,-0.01,0.01,-0.01,-0.04,0,0,0.06,0.08,0.11,0.06,0.06,0.01,0.07,-0.03,-0.12,0.13,0.09,0.03,0,0,-0.02,-0.06,-0.05,-0.05,0,0.07,0.26
09009,425231,398874,0.05,0.01,-0.03,0.03,0.1,0.07,-0.01,-0.07,-0.06,-0.04,-0.04,-0.06,-0.06,-0.07,-0.04,-0.01,-0.01,-0.05,0.05,0.01,-0.03,0.05,0.06,0,-0.03,-0.08,-0.06,-0.05,-0.05,-0.07,-0.08,-0.1,-0.09,-0.02,-0.03,-0.05
09011,130021,128910,0.32,0.07,-0.07,-0.07,-0.05,-0.01,0.01,-0.02,-0.02,-0.01,-0.03,-0.04,-0.05,-0.06,-0.07,-0.03,-0.07,-0.12,0.31,0.05,-0.08,-0.02,0.11,-0.06,-0.24,-0.16,-0.1,-0.06,-0.05,-0.04,-0.07,-0.09,-0.11,-0.06,-0.12,-0.23
09013,66923,68232,0.12,0.1,0.01,0.39,0.44,-0.31,-0.34,0.11,0.03,-0.05,-0.09,-0.09,-0.13,-0.09,-0.04,0.01,0.1,0.18,0.12,0.1,0.04,0.28,0.62,-0.2,-0.32,0.07,0.02,-0.06,-0.08,-0.09,-0.13,-0.17,-0.11,-0.07,-0.03,0.03
09015,54707,53824,0.08,0.1,0.04,0.05,-0.03,-0.09,-0.05,0.04,-0.01,0.01,-0.01,-0.06,-0.07,-0.05,-0.03,-0.01,0.01,-0.04,0.06,0.13,0.02,0.04,-0.03,-0.08,0.01,0.09,0.04,0.01,-0.02,-0.02,-0.09,-0.07,-0.04,-0.01,-0.03,0.06
10001,65763,62273,0.07,0.03,0.03,0.12,0.15,0.02,0.02,0.07,0.05,0.05,0.03,0.02,0.07,0.09,0.08,0.12,0.1,0.12,0.07,0.04,0.01,0.05,0.07,-0.04,-0.06,0,0.04,0.02,0.01,0.03,0.05,0.08,0.06,0.12,0.12,0.07
10003,256797,246884,0.04,0.04,0.01,0.16,0.29,0.11,0.01,0.04,0.02,0.04,0.01,-0.01,-0.04,-0.04,-0.03,0,0.01,0.08,0.03,0.05,0.02,0.1,0.23,0.18,0.05,0.04,0.01,0.02,0.01,-0.02,-0.06,-0.07,-0.08,-0.02,-0.04,0.02
10005,79658,77382,0.05,0.18,0.23,0.11,-0.01,0.25,0.38,0.33,0.32,0.33,0.46,0.68,0.9,0.74,0.41,0.18,0.21,0.44,0.06,0.2,0.22,0.17,0.06,0.23,0.44,0.36,0.33,0.29,0.41,0.59,1,1.1,0.64,0.34,0.15,0.17
11001,304847,280940,-0.12,-0.31,-0.27,0.16,0.86,0.27,-0.25,-0.34,-0.29,-0.2,-0.14,-0.13,-0.14,-0.17,-0.15,-0.14,-0.2,-0.34,-0.13,-0.32,-0.29,0.02,0.65,0.34,-0.1,-0.23,-0.25,-0.21,-0.15,-0.13,-0.15,-0.18,-0.2,-0.16,-0.22,-0.33
12001,111773,108488,-0.01,-0.08,0,0.95,2.62,-0.08,-0.5,-0.14,-0.01,0.05,0.07,0.07,0.13,0.08,0.08,0.13,0.22,0.15,-0.05,-0.04,0.02,0.68,2.58,0.11,-0.5,-0.22,-0.08,0.01,0.07,0.08,0.12,0.2,0.14,0.11,0.17,0.32
12003,10492,11818,0.03,0.16,0.17,0.03,-0.23,-0.05,0.17,0.18,0.06,0.08,0.1,0.14,0.15,0.13,0.26,0.25,0.17,0.26,-0.03,0.16,0.18,0.06,0.12,0.08,0.29,0.08,0.01,0.08,0.14,0.08,0.22,0.18,0.24,0.11,0.29,0.03
12005,74558,74217,-0.05,0,0.04,0.07,0.01,0.11,0.12,0.1,0.11,0.14,0.14,0.16,0.14,0.16,0.08,0.02,-0.05,0.06,-0.04,0.01,0.05,0.06,0.05,0.12,0.14,0.11,0.11,0.12,0.14,0.18,0.2,0.23,0.19,-0.04,-0.1,-0.11
12007,11383,14841,-0.05,0.01,0.08,0.06,-0.11,-0.08,0.07,0.06,0.17,0.15,0.18,0.11,0.21,0.17,0.04,0.16,0.38,0.52,-0.01,-0.02,0.08,0.08,0.45,0.65,0.46,0.04,-0.09,-0.01,0.03,0,0.18,0.22,0.19,0.17,-0.01,0.06
12009,241088,234277,0.07,0.12,0.12,0.05,-0.11,0.04,0.18,0.15,0.16,0.18,0.24,0.28,0.37,0.39,0.27,0.11,0.02,0.15,0.06,0.11,0.12,0.12,0,-0.04,0.05,0.07,0.11,0.16,0.2,0.29,0.37,0.51,0.45,0.23,0.05,-0.07
12011,836692,794536,0.06,0.2,0.27,0.23,0.28,0.66,0.62,0.36,0.26,0.22,0.18,0.18,0.21,0.25,0.21,0.1,-0.04,-0.23,0.06,0.21,0.25,0.23,0.24,0.6,0.68,0.35,0.25,0.2,0.16,0.16,0.18,0.24,0.25,0.19,0.04,-0.18
12013,5937,7126,0.09,0.1,0.02,-0.01,-0.21,0.03,0.19,0.08,0.08,0.11,0.14,0.28,0.07,0.19,0.25,0.11,0.44,0.35,0.13,0.18,0.19,0.08,0.32,0.54,0.43,0.21,0.11,0.16,0.13,0.05,0.23,0.12,0.4,0.06,0.19,0.05
12015,73008,67535,0.13,0.27,0.34,0.2,-0.12,0.03,0.39,0.41,0.44,0.51,0.69,1.14,1.29,0.95,0.39,0.07,-0.09,-0.13,0.11,0.24,0.27,0.21,-0.09,0.03,0.24,0.18,0.29,0.34,0.5,1.06,1.75,1.69,0.8,0.21,-0.06,-0.25
12017,60605,56552,0.11,0.31,0.34,0.17,-0.25,0.03,0.41,0.37,0.36,0.42,0.62,0.89,1.14,0.93,0.37,0.05,-0.11,-0.04,0.11,0.28,0.38,0.15,-0.24,-0.08,0.4,0.38,0.4,0.39,0.52,0.97,1.5,1.76,0.8,0.22,-0.02,-0.26
12019,70868,69584,0.11,0.42,0.39,0.18,-0.17,0,0.46,0.47,0.33,0.17,0.08,0.09,0.15,0.16,0.23,0.3,0.5,1.44,0.13,0.38,0.42,0.22,-0.15,-0.02,0.32,0.4,0.37,0.2,0.11,0.12,0.14,0.17,0.24,0.37,0.61,1.21
12021,125249,127439,0.06,0.23,0.39,0.36,0.29,0.7,0.71,0.56,0.51,0.54,0.75,1.11,1.45,1.3,0.72,0.29,0.05,0.04,0.08,0.21,0.38,0.62,0.78,0.87,0.74,0.5,0.44,0.41,0.54,0.94,1.51,1.94,1.21,0.56,0.16,-0.13
12023,27648,28941,0.05,0.16,0.23,0.15,-0.05,0.01,0.24,0.27,0.31,0.25,0.27,0.34,0.32,0.34,0.26,0.09,0.14,0.22,0.07,0.23,0.22,0.15,0.14,0.08,0.51,0.38,0.43,0.38,0.36,0.48,0.45,0.53,0.52,0.3,0.11,0.35
12027,13986,18499,0.01,0.01,0.14,0.29,-0.08,0.08,0.17,0.05,0.07,0.12,0.14,0.28,0.66,0.72,0.39,0.11,-0.25,-0.34,0,0.02,0.24,0.76,1.53,1.04,0.37,0.29,0.15,0.13,0.15,0.42,0.7,1.07,0.74,0.36,0.06,-0.4
12029,6371,7391,0,0.15,0.16,0.06,-0.05,0.02,0.18,0.3,0.34,0.21,0.44,0.44,0.47,0.32,0.27,-0.06,-0.05,-0.16,0.02,0.18,0.15,0.23,0.2,0.4,0.35,0.45,0.38,0.17,0.46,0.76,0.56,0.61,0.51,0.22,-0.06,-0.32
12031,400786,385033,0,-0.02,-0.03,0.01,0.21,0.35,0.17,0.02,0.04,0.06,0.06,0.03,0.01,-0.02,-0.01,0.02,0.04,0.01,-0.01,-0.03,-0.03,0.01,0.21,0.32,0.04,-0.03,-0.01,0.02,0.03,0.04,0.01,0.02,-0.04,0.03,0.01,0.17
12033,147461,147949,-0.03,-0.06,-0.04,0.11,0.21,-0.04,-0.11,-0.03,0,0.03,0.04,0.04,0.04,0.05,0.07,0.03,0.09,0.2,-0.04,-0.06,-0.06,0.28,0.4,0.1,-0.08,0,0.03,0.08,0.05,0.03,0.06,0.07,0.08,0.09,0.02,0.16
12035,25642,23904,0.28,0.7,0.64,0.53,-0.04,0.25,0.81,1.03,0.87,0.82,1.22,1.71,1.89,1.56,0.64,0.2,0.06,2.63,0.31,0.69,0.86,0.57,0.03,0.21,0.88,0.85,0.89,0.85,1.14,1.82,2.55,2.41,1.28,0.44,0.03,0.23
12037,4691,6332,-0.01,-0.04,0,-0.07,-0.27,-0.15,-0.02,0.06,0.13,0.2,0.26,0.22,0.32,0.17,-0.06,-0.08,-0.18,0.09,-0.06,-0.1,0.03,-0.09,0.33,0.69,1.54,1.18,0.86,0.83,0.6,0.57,0.46,0.27,0.13,0.02,-0.26,-0.02
12039,23574,22058,-0.08,-0.11,-0.01,-0.09,-0.18,-0.07,0.11,0.08,0.1,0.07,0.15,0.09,0.04,0.01,-0.01,-0.03,-0.13,-0.22,-0.04,-0.11,-0.07,-0.08,-0.16,-0.12,0.06,0.12,0.05,0.12,0.13,0.15,0.14,0.24,0.01,-0.08,-0.12,-0.22
12041,6716,7649,0.17,0.52,0.54,0.36,0.05,0.27,0.71,0.63,0.65,0.56,0.38,0.5,0.58,0.38,0.55,0.28,0.21,1.53,0.04,0.45,0.57,0.89,2.87,-0.38,-0.36,0.4,0.54,0.34,0.49,0.54,0.95,0.48,0.48,0.43,0.08,2.91
12043,4730,5865,0.67,0.43,0.28,0.04,-0.17,0.04,0.43,0.41,0.25,0.13,0.38,0.57,0.62,0.5,0.13,-0.2,-0.24,-0.46,0.61,0.64,0.18,0.19,0.32,0.81,1.92,0.83,0.68,0.5,0.64,0.6,1.02,1.09,0.32,0,-0.37,-0.5
12045,6110,7219,-0.04,0.09,0.23,0.07,-0.31,-0.22,0.1,0.04,0.08,0.27,0.24,0.25,0.23,0.08,0.06,0.03,0.01,-0.01,0.02,0.11,0.05,0,-0.18,0.24,0.28,0.39,0.39,0.35,0.5,0.4,0.4,0.35,0.18,-0.02,-0.13,0.4
12047,5633,7841,0.17,0.02,0.01,-0.04,-0.35,-0.23,0.12,0.04,0.03,0.12,0.1,0.09,0.24,0.22,-0.02,0,0,0.17,0.07,0.11,-0.04,0.09,0.72,0.35,0.31,0.26,0.18,0.39,0.27,0.27,0.35,0.78,0.2,0.02,0.32,-0.33
12049,12355,15008,-0.04,-0.05,0.24,0.19,0.05,0.19,0.2,0.18,0.15,0.09,0.14,0.25,0.23,0.31,0.24,0.02,-0.25,-0.29,-0.02,-0.06,0.23,0.39,0.59,0.64,0.62,0.58,0.59,0.3,0.32,0.26,0.42,0.87,0.36,0.24,-0.17,-0.44
12051,16175,20602,-0.02,0.03,0.15,0.13,-0.04,0.15,0.28,0.2,0.06,0.09,0.1,0.06,0.14,0.13,0.06,-0.03,-0.02,0.01,-0.04,0.04,0.29,0.68,1.16,0.54,0.65,0.34,0.23,0.27,0.2,0.22,0.26,0.29,0.2,0.05,-0.01,-0.27
12053,67642,61863,0.15,0.45,0.4,0.18,-0.02,0.02,0.51,0.53,0.5,0.43,0.52,0.8,1.11,0.87,0.37,0.03,-0.13,0.14,0.2,0.4,0.4,0.27,-0.13,-0.05,0.48,0.42,0.48,0.4,0.45,0.71,1.31,1.48,0.85,0.19,-0.07,-0.25
12055,44381,42809,0.04,0.15,0.22,0.14,-0.07,0.08,0.41,0.26,0.28,0.34,0.52,0.81,1.07,1.08,0.48,0.11,-0.13,-0.27,0.04,0.15,0.28,0.35,0.18,0.21,0.46,0.37,0.33,0.3,0.48,0.92,1.32,1.65,1.01,0.36,-0.09,-0.36
12057,508434,494609,0.03,0.07,0.07,0.11,0.28,0.32,0.15,0.06,0.06,0.06,0.05,0.04,0.04,0.08,0.06,0.03,-0.01,0.02,0.03,0.08,0.07,0.11,0.22,0.32,0.24,0.07,0.06,0.06,0.05,0.02,0.05,0.1,0.1,0.08,0.01,-0.02
12059,8621,9910,0.14,0.18,0.17,0.1,-0.24,-0.13,0.3,0.19,0.11,0.14,0.14,0.24,0.21,0.14,0.14,-0.07,0.19,0.35,0.01,0.19,0.26,0.28,0.21,0.27,0.44,0.32,0.1,0.08,0.25,0.12,0.23,0.45,0.12,-0.01,0.05,0.2
12061,57848,54903,0.11,0.19,0.19,0.1,-0.12,0.06,0.34,0.3,0.31,0.28,0.42,0.55,0.73,0.79,0.42,0.14,-0.02,-0.01,0.08,0.25,0.21,0.31,0.01,0.03,0.28,0.21,0.24,0.26,0.29,0.47,0.87,1.07,0.8,0.31,0.05,-0.14
12063,22008,24875,0.02,0.08,0.08,0.08,-0.15,-0.12,0.08,0.1,0.06,0.13,0.08,0.2,0.15,0.11,0.04,0.02,0.04,-0.04,-0.04,0.07,0.09,0.31,0.22,-0.08,0.15,0.24,0.15,0.16,0.13,0.13,0.21,0.18,0.12,0.13,0.12,-0.11
12065,6259,6697,-0.05,0.04,-0.08,-0.18,-0.31,-0.17,0.18,0.07,0.19,0.16,0.18,0.18,0.12,0.19,-0.01,0.06,0.07,0.12,-0.07,-0.11,-0.02,-0.05,-0.22,-0.08,0.39,0.61,0.64,0.54,0.26,0.34,0.24,0.22,0.26,0.12,-0.01,-0.28
12067,2795,4289,0.03,0.22,0.12,0.05,-0.27,0.01,0.18,0.12,0.16,0.18,0.12,0.54,0.14,0.05,0.07,0.24,-0.04,0.26,0.2,0.47,0.2,0.31,0.98,1.21,0.42,-0.01,-0.1,-0.16,0.13,0.14,0.24,0.25,0.26,-0.13,0.13,-0.08
12069,107437,102026,0.09,0.25,0.35,0.19,0.02,0.26,0.65,0.54,0.44,0.41,0.51,0.78,1.11,1.04,0.5,0.15,-0.07,-0.21,0.1,0.26,0.33,0.2,-0.01,0.2,0.66,0.63,0.52,0.43,0.41,0.67,1.11,1.62,1.03,0.37,-0.02,-0.31
12071,223855,216856,0.06,0.14,0.18,0.13,0.07,0.31,0.36,0.25,0.27,0.31,0.45,0.71,0.92,0.79,0.38,0.08,-0.1,-0.21,0.06,0.16,0.16,0.18,0.17,0.35,0.45,0.27,0.25,0.28,0.38,0.68,1.08,1.27,0.77,0.25,-0.04,-0.3
12073,125065,116378,0.03,0.05,0.08,1.01,2.26,-0.04,-0.43,-0.03,0.05,0.08,0.06,0.03,0.04,0,0.03,0.11,0.16,0.46,-0.01,0.05,0.07,0.69,1.96,0.19,-0.4,-0.12,0.01,0.05,0.02,0.02,-0.04,-0.02,-0.01,0.04,0.04,0.32
12075,17539,16703,0.12,0.29,0.33,0.16,-0.11,0.1,0.46,0.39,0.46,0.34,0.47,0.58,0.61,0.42,0.16,0.02,-0.18,0.02,0.16,0.3,0.36,0.25,-0.13,-0.03,0.46,0.47,0.35,0.52,0.44,0.72,0.95,0.99,0.46,0.15,-0.08,-0.31
